index,anode,cathode1,cathode2,cathode3,exp,condition,subject,stim,session,run
P4_control_sub-4149,"[62.966188214579866, -35.6021090505906, -8.698073597339848]","[53.1498922101023, -59.97900256750236, 21.011188552836842]","[51.005914078068955, -45.20354529686084, -45.36475544743272]","[64.79368398904565, 3.2902975705105604, -0.10834690437414618]",P4,control,sub-4149,active,ses-baseline,run-baseline
P2_target_sub-2244,"[-18.826554680527835, -70.58343560257619, 55.000483020493334]","[-64.00897096689864, -29.05481839719088, 43.62979740736794]","[1.3672436375315002, -91.27478051518675, -1.612598008882304]","[28.75406073687008, -38.292800633447285, 80.74512611102585]",P2,target,sub-2244,active,ses-baseline,run-baseline
P1_target_sub-1163,"[77.55652530580205, -57.95435245780137, -26.7333829208964]","[63.73759185851571, -85.85566510024705, -2.5318904228732246]","[69.79859465514473, -60.86153621096861, -65.67934512697867]","[84.12903889199337, -22.094181264125726, -11.580874332914398]",P1,target,sub-1163,active,ses-baseline,run-baseline
P5_control_sub-5123,"[-64.02630004016883, 30.491015144803, 25.8205052843619]","[-43.627679170477826, 71.33366051988682, 43.82171875106043]","[-68.07080848395562, 27.592679587688803, -23.78630167012319]","[-60.12603057457758, -11.889810161172612, 51.732014756257556]",P5,control,sub-5123,active,ses-baseline,run-baseline
P3_control_sub-3106,"[53.8727469428081, -24.6770275059054, 67.4578693345733]","[55.32511228028144, -76.52637218213455, 51.62089964098702]","[72.19434400899291, 10.577361275559149, 30.087451270068122]","[5.147780294853651, -10.018149098966909, 86.0049514015336]",P3,control,sub-3106,active,ses-baseline,run-baseline
P1_target_sub-1171,"[83.82734787230841, -54.44126820824676, -15.566993879817133]","[74.38288554936385, -83.828214810717, 9.147848180317503]","[76.58593290935576, -58.79020198875976, -54.55556756576878]","[86.7939863431179, -17.634741611969286, -1.047430078838599]",P1,target,sub-1171,active,ses-baseline,run-baseline
P3_control_sub-3195,"[57.265993999155, -9.833598119443373, 73.4057859508283]","[63.99238894658605, -61.4734252637539, 59.93624743758059]","[76.30345789455312, 26.92951335697626, 38.172029034528585]","[9.455226048571024, 2.635963466085356, 95.30888697348274]",P3,control,sub-3195,active,ses-baseline,run-baseline
P6_target_sub-6138,"[54.742203711018796, -70.63117051998961, -28.4202459842537]","[8.213127969502992, -104.47451508544246, -30.249455431630725]","[61.015815369516766, -30.152514157109536, -72.23916917088702]","[71.72717385345878, -54.659050789546086, 26.38934777712284]",P6,target,sub-6138,active,ses-baseline,run-baseline
P8_control_sub-8149,"[62.393057488403066, -5.588122023967363, 98.3894269027226]","[53.27213200534881, -57.31063292070261, 85.7598414307731]","[84.41060496184407, 23.859223512850686, 58.237746811342745]","[20.03811654974929, 18.9734032416795, 120.89819291110852]",P8,control,sub-8149,active,ses-baseline,run-baseline
P2_control_sub-2022,"[69.99605971394159, -27.962036975171568, 16.940914899762365]","[57.886278014521594, -45.71265868794831, 50.45405508110033]","[56.77386000533947, -42.56585592791986, -17.754865437035225]","[76.87417277272714, 10.985597045423974, 18.240511748790166]",P2,control,sub-2022,active,ses-baseline,run-baseline
P4_control_sub-4102,"[69.62669080655026, -26.390072061561998, 6.126159688922379]","[63.24881084143701, -48.957513150153225, 33.52651056624702]","[59.80028468156078, -36.68857474960919, -31.099926346374115]","[71.68364133267782, 12.292497325788233, 14.555349829809098]",P4,control,sub-4102,active,ses-baseline,run-baseline
P8_control_sub-8151,"[51.158406859137074, 11.463462763990435, 79.31758807289157]","[50.163191751772665, -41.40896561520407, 67.93861482415227]","[63.542710231908025, 42.20475081609695, 36.526874186855046]","[4.21773561589008, 28.105748344985475, 100.25863169507183]",P8,control,sub-8151,active,ses-baseline,run-baseline
P1_target_sub-1177,"[75.98363350835302, -56.45221991369914, -5.738884786984216]","[65.99372748942399, -82.5325445050852, 22.750204546947163]","[67.00184334908215, -64.89045116859526, -43.597739756567016]","[80.43641650475888, -18.360272243204, 4.4215110706917935]",P1,target,sub-1177,active,ses-baseline,run-baseline
P1_control_sub-1220,"[-46.7832784716093, -24.16614268313663, 63.39567684580967]","[-29.655088314992017, 27.80768926891448, 61.518099401392995]","[-75.41258805213955, -38.87046203714141, 21.843508541411705]","[-8.713416649887378, -61.0020377729315, 76.71493706584428]",P1,control,sub-1220,active,ses-baseline,run-baseline
P1_control_sub-1173,"[-47.34748107170743, -15.351075345803366, 66.69918123380444]","[-29.644149127149845, 36.55851466944932, 68.44253178043365]","[-76.3683661852543, -28.048205253285975, 23.81757162924099]","[-11.189006436169928, -53.644770890741256, 80.32463125419602]",P1,control,sub-1173,active,ses-baseline,run-baseline
P4_control_sub-4101,"[74.03079482803453, -23.296151110179903, 8.257178007180604]","[65.2793270297281, -45.24615090387697, 40.24106701269254]","[64.1694008999737, -37.187903184570814, -27.72282725967215]","[76.93052771760559, 15.99443794090723, 12.775778454256594]",P4,control,sub-4101,active,ses-baseline,run-baseline
P1_target_sub-1213,"[81.33811295492497, -56.54433986952393, -7.919745660452167]","[69.27315265865597, -82.29728624093268, 19.828340672088352]","[73.48007412923167, -64.5065487185818, -45.84697720041542]","[85.32773257513394, -18.742565571562363, 2.538367846636905]",P1,target,sub-1213,active,ses-baseline,run-baseline
P1_target_sub-1127,"[77.49818262062011, -53.28886881873846, -3.68225372008022]","[64.08652415549913, -78.68091561553449, 23.450816698811185]","[71.87165740340724, -61.68847826974234, -41.89517344517554]","[81.03541994558432, -15.040168464139713, 6.60222055560216]",P1,target,sub-1127,active,ses-baseline,run-baseline
P3_control_sub-3176,"[47.726817205727336, -26.9863617067623, 80.3119604729038]","[46.93298267220633, -78.74735540439669, 65.23926957776077]","[71.16748239020829, 6.4239995971474615, 44.900538783134536]","[0.1486167238412215, -8.544050880001464, 97.59680528298043]",P3,control,sub-3176,active,ses-baseline,run-baseline
P1_control_sub-1121,"[-50.46983929404296, -32.0575913728556, 69.40063972138444]","[-39.101558531912055, 21.382876833752576, 73.31606038515423]","[-70.24589174790465, -45.92300860160221, 22.873350874133152]","[-10.090875303429362, -65.4160181625406, 82.75517858155439]",P1,control,sub-1121,active,ses-baseline,run-baseline
P5_control_sub-5133,"[-68.18999818726166, 45.390829759868836, 49.37664120424356]","[-45.645808588866345, 83.48557469534924, 71.56659303258148]","[-76.48771770713797, 48.60203098966972, 0.9096555459537414]","[-64.0501641699232, 0.09471487075730112, 69.66048981395053]",P5,control,sub-5133,active,ses-baseline,run-baseline
P1_target_sub-1194,"[76.7192180685094, -47.00306326146847, -20.711571916868802]","[70.15357469860636, -71.49056583492658, 10.051860369051463]","[68.37373206413216, -59.151672598355134, -57.52012004511792]","[83.95034026005429, -8.664314790459125, -14.05503483445822]",P1,target,sub-1194,active,ses-baseline,run-baseline
P6_target_sub-6214,"[64.35177950947686, -66.81393628865753, -44.073735544372305]","[18.495548375514858, -103.13633035433897, -43.13054764609579]","[60.74938797059109, -22.851026776161614, -84.19500484981046]","[81.57071068009047, -50.289777012273696, 10.452888279200641]",P6,target,sub-6214,active,ses-baseline,run-baseline
P5_control_sub-5172,"[-60.171937935554865, 33.48022320723837, 21.541491440523263]","[-28.52451103030309, 68.62750567723434, 36.301542954228125]","[-70.51154608513743, 33.26724309826933, -26.507271107576855]","[-54.837417392853745, -11.35986895319835, 42.32113380466426]",P5,control,sub-5172,active,ses-baseline,run-baseline
P3_control_sub-3167,"[49.39034565188277, -32.68061882658937, 66.05694660640317]","[49.90578033712929, -83.81782497069351, 50.34966450760391]","[69.63593231900359, 1.7640895837483743, 29.582742676962877]","[0.7899619825525523, -16.253583432275704, 83.0388705721202]",P3,control,sub-3167,active,ses-baseline,run-baseline
P6_control_sub-6202,"[-60.14628393192523, 19.9412662706725, 37.998301253661204]","[-30.535320888420785, 56.738125038390464, 52.94752974773528]","[-66.89843670103926, 15.118559568871094, -11.117803916531093]","[-61.630533410482094, -21.66580497357056, 65.46620772750896]",P6,control,sub-6202,active,ses-baseline,run-baseline
P4_control_sub-4185,"[72.20565921946174, -13.931878619585667, -33.30059541328603]","[65.42390726966363, -44.17402707764755, -9.90387857500816]","[64.69196707898715, -17.381786584898904, -70.63384172328672]","[69.81403330546532, 22.26293359726132, -17.99396513731824]",P4,control,sub-4185,active,ses-baseline,run-baseline
P5_target_sub-5126,"[-38.2711925484353, -22.408310495776334, 71.98960771166747]","[-34.200897287999524, 32.19995322890466, 69.2497965115419]","[-64.12453885898947, -42.53618896447262, 29.37849055688925]","[9.712214412726784, -45.537915935990426, 77.08978131990209]",P5,target,sub-5126,active,ses-baseline,run-baseline
P8_target_sub-8141,"[-66.33685855350656, 62.3696664028671, 55.23156133817144]","[-40.86221253871043, 91.78825049289699, 62.32368430039898]","[-78.91277081934032, 59.5354248638879, 17.720050881100423]","[-60.17466558241922, 27.81463980981515, 74.31471451104184]",P8,target,sub-8141,active,ses-baseline,run-baseline
P3_target_sub-3138,"[-68.90394490759451, 1.3318143328282774, 29.5783809458084]","[-40.818339667046885, 38.395752956135816, 45.8986991407085]","[-69.19720361245739, -3.2986833271775433, -20.196863897922995]","[-65.61705970381595, -41.33178113407475, 54.3482952637507]",P3,target,sub-3138,active,ses-baseline,run-baseline
P4_control_sub-4184,"[67.88792850914463, -26.74304443373367, -12.4364887274524]","[55.5022580716273, -52.130499942694755, 15.492730154683983]","[56.741932498739, -33.45309474535653, -49.999361071180935]","[73.58476560012056, 10.964212793828585, -1.797138541235686]",P4,control,sub-4184,active,ses-baseline,run-baseline
P4_control_sub-4120,"[71.35252351524146, -22.498607352289834, -3.7585154115859534]","[60.90492704801243, -48.012546753522074, 24.830862667708004]","[64.87100372622257, -32.39007352093748, -41.83087032081928]","[75.0517790142902, 15.961932924587792, 5.413990667539276]",P4,control,sub-4120,active,ses-baseline,run-baseline
P5_target_sub-5001,"[-48.43784340075266, -1.3801534328313256, 65.00385637547663]","[-29.432273565156635, 49.854554903784475, 65.23255200325869]","[-70.59637535336417, -14.954054026783073, 18.612804661297623]","[-13.120802069242087, -38.797365725308566, 81.48240986253042]",P5,target,sub-5001,active,ses-baseline,run-baseline
P2_control_sub-2267,"[78.67358915250436, -32.45314071469763, 1.578892342347947]","[68.24195675263829, -56.2773358596355, 31.86904766398572]","[66.79152735603351, -42.04959444834456, -35.278841124093084]","[83.95961342749257, 6.00411555693122, 9.087716126012335]",P2,control,sub-2267,active,ses-baseline,run-baseline
P8_control_sub-8109,"[44.128838205340934, 19.994375761053302, 90.61480815792443]","[46.559516838393264, -32.90473001853341, 81.59535415407848]","[66.83752826794677, 51.02476670792342, 51.939051478964515]","[-5.556679065479574, 36.82387384944152, 103.47798102500687]",P8,control,sub-8109,active,ses-baseline,run-baseline
P5_target_sub-5150,"[-48.848835914868836, -11.514056354260134, 83.4831107198778]","[-34.2939929907117, 40.996501098613926, 87.87338664894266]","[-74.82992807040682, -22.56778607920576, 38.94100176610146]","[-9.389983342481068, -46.38414494713196, 92.78354642074316]",P5,target,sub-5150,active,ses-baseline,run-baseline
P4_target_sub-4140,"[-73.09387400756036, 41.276422789807405, 31.6777088355049]","[-44.98089299755977, 78.3198027591973, 48.7369747847424]","[-75.98073694615401, 38.976153350475876, -17.94937030221411]","[-66.72774352842745, -2.578344816372616, 53.890955590165355]",P4,target,sub-4140,active,ses-baseline,run-baseline
P5_control_sub-5158,"[-62.44560748067273, 46.548874553123504, 16.2064786691399]","[-26.220208829292314, 78.69173996042873, 26.439411596357196]","[-70.92164289053045, 39.69276097201444, -32.31784636935332]","[-64.94517669266847, 6.058402079168056, 45.0410116617493]",P5,control,sub-5158,active,ses-baseline,run-baseline
P2_control_sub-2212,"[75.20601994229942, -19.609018990951338, -3.734550746617883]","[62.622589621606544, -43.961246126348115, 25.303018808974176]","[67.74686178936678, -29.498020198863035, -41.71789189608353]","[78.84753198459642, 18.858554005978803, 4.647451150169346]",P2,control,sub-2212,active,ses-baseline,run-baseline
P4_control_sub-4193,"[68.72316838319416, -17.533950188740434, -6.158641561599173]","[59.82636283041306, -44.54327648754717, 21.145382142272403]","[64.61250015037234, -26.61272714141747, -44.71635693373891]","[68.97409484364161, 20.714141314629853, 4.221899766678908]",P4,control,sub-4193,active,ses-baseline,run-baseline
P8_target_sub-8144,"[-47.47420998880447, 46.54498382265356, 69.04432879845977]","[-19.09966563253615, 72.88751877799042, 77.02335120763662]","[-63.58249111650081, 47.96657554274084, 32.99169903289498]","[-45.170740530057, 10.723579450205275, 86.46915582919355]",P8,target,sub-8144,active,ses-baseline,run-baseline
P8_target_sub-8123,"[-37.2671441901326, 41.45669419686697, 86.3720247280362]","[-0.8589887949053816, 55.815559474238135, 92.85088999058867]","[-57.860776284576254, 58.807109225621396, 57.25559631969133]","[-41.564912029659205, 1.9145920138665469, 89.90674557201024]",P8,target,sub-8123,active,ses-baseline,run-baseline
P5_target_sub-5132,"[-44.85651621203004, 3.0213298186032502, 68.004055404559]","[-26.32367438605958, 54.483968482517135, 67.57316968609236]","[-70.95568573614516, -10.63888361247731, 24.33728913267941]","[-8.325759035483387, -34.46491064450226, 81.90071106698726]",P5,target,sub-5132,active,ses-baseline,run-baseline
P2_control_sub-2275,"[73.77500208785936, -15.180964735051333, -16.1585197114912]","[66.88914215990854, -43.90376827035273, 10.550074970876386]","[66.58325143197558, -22.029552172235906, -54.80679734550104]","[76.70669640395548, 22.304180022861892, -3.5241340697130656]",P2,control,sub-2275,active,ses-baseline,run-baseline
P8_target_sub-8136,"[-43.9055171235826, 72.38973576689666, 81.9204683801903]","[-9.8349172752445, 90.1619617335624, 90.36950358494349]","[-52.908589102389804, 73.61289443021062, 43.515435764334725]","[-49.3195388010475, 36.82577019222913, 98.67138770230976]",P8,target,sub-8136,active,ses-baseline,run-baseline
P4_control_sub-4116,"[64.20905817938872, -36.55609429286657, -17.79514757432747]","[51.403489268121035, -62.39483020481829, 9.67103804852337]","[54.46603861088233, -41.64320466414398, -51.7108500802685]","[71.2829706029523, -0.24794055893840472, -6.432248512196383]",P4,control,sub-4116,active,ses-baseline,run-baseline
P1_control_sub-1139,"[-47.83647173962367, -31.3346961287713, 70.97526015800598]","[-31.037514706630844, 20.27856483356649, 63.502228501327835]","[-78.60227215018735, -49.43060526819244, 31.759970648135866]","[-7.293263549346495, -65.3267175960451, 82.85280649182445]",P1,control,sub-1139,active,ses-baseline,run-baseline
P3_target_sub-3108,"[-59.132156381747244, 14.168483445961668, 44.98298403819237]","[-26.73026003277502, 49.75306304666242, 56.41244804028445]","[-69.89966579358126, 12.452373183472096, -2.293422918580481]","[-50.181395706493646, -30.761259630573452, 64.53892294997425]",P3,target,sub-3108,active,ses-baseline,run-baseline
P4_target_sub-4141,"[-76.19392396299463, 36.13587044848103, 36.84162432121693]","[-51.46000423671168, 76.49144121366736, 49.83623813873875]","[-77.66188091253314, 29.21809884907079, -11.253842069490458]","[-69.90856480531585, -4.270328036503223, 64.89647118682797]",P4,target,sub-4141,active,ses-baseline,run-baseline
P5_target_sub-5108,"[-48.88427216568573, 8.414152426483117, 65.32042309093197]","[-34.63942883016698, 60.91794213118751, 59.33610749289106]","[-70.33183723131611, -12.456937233102625, 21.89715898100615]","[-11.017385486458307, -23.471664923198556, 85.96854000107602]",P5,target,sub-5108,active,ses-baseline,run-baseline
