,Electrode,run,Session,Subject,Dimension,Coordinates,Experiment,date,Electrode-Dimension,Session-run,Experiment-Session_run,Experiment-Session,Dimension-Session,Dimension-Experiment
157,Cathode1,run-02,ses-2,sub-037,X,59.93597235158086,P7,2023-10-15,Cathode1-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
158,Cathode2,run-02,ses-2,sub-037,X,37.456145867705345,P7,2023-10-15,Cathode2-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
159,Cathode3,run-02,ses-2,sub-037,X,80.58575361967087,P7,2023-10-15,Cathode3-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
160,Anode,run-02,ses-1,sub-037,X,69.61224764585495,P7,2023-07-23,Anode-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
161,Cathode1,run-02,ses-1,sub-037,X,63.24234852194786,P7,2023-07-23,Cathode1-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
162,Cathode2,run-02,ses-1,sub-037,X,45.393429916352034,P7,2023-07-23,Cathode2-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
163,Cathode3,run-02,ses-1,sub-037,X,82.38148829340935,P7,2023-07-23,Cathode3-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
164,Anode,run-01,ses-3,sub-037,X,64.20094848424196,P7,2023-10-22,Anode-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
165,Cathode1,run-01,ses-3,sub-037,X,58.31290319189429,P7,2023-10-22,Cathode1-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
166,Cathode2,run-01,ses-3,sub-037,X,37.09476773813367,P7,2023-10-22,Cathode2-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
167,Cathode3,run-01,ses-3,sub-037,X,77.69439107179642,P7,2023-10-22,Cathode3-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
168,Anode,run-02,ses-3,sub-037,X,63.30408103018999,P7,2023-10-22,Anode-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
169,Cathode1,run-02,ses-3,sub-037,X,59.12343788892031,P7,2023-10-22,Cathode1-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
170,Cathode2,run-02,ses-3,sub-037,X,34.55273574963212,P7,2023-10-22,Cathode2-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
171,Cathode3,run-02,ses-3,sub-037,X,76.8838563747704,P7,2023-10-22,Cathode3-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
172,Anode,run-01,ses-1,sub-046,X,55.232149209827185,P7,2023-07-16,Anode-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
173,Cathode1,run-01,ses-1,sub-046,X,46.75445403531194,P7,2023-07-16,Cathode1-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
174,Cathode2,run-01,ses-1,sub-046,X,30.88106805458665,P7,2023-07-16,Cathode2-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
175,Cathode3,run-01,ses-1,sub-046,X,69.98047564551234,P7,2023-07-16,Cathode3-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
176,Anode,run-02,ses-1,sub-046,X,53.56823819503188,P7,2023-07-16,Anode-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
177,Cathode1,run-02,ses-1,sub-046,X,45.86929824575782,P7,2023-07-16,Cathode1-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
178,Cathode2,run-02,ses-1,sub-046,X,28.2729631960392,P7,2023-07-16,Cathode2-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
179,Cathode3,run-02,ses-1,sub-046,X,68.50601467117667,P7,2023-07-16,Cathode3-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
180,Anode,run-01,ses-1,sub-007,X,-59.814101841300726,P3,2023-06-01,Anode-X,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,X-ses-1,X-P3
181,Cathode1,run-01,ses-1,sub-007,X,-62.96717983856797,P3,2023-06-01,Cathode1-X,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,X-ses-1,X-P3
182,Cathode2,run-01,ses-1,sub-007,X,-60.926693096756935,P3,2023-06-01,Cathode2-X,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,X-ses-1,X-P3
183,Cathode3,run-01,ses-1,sub-007,X,-39.23949210345745,P3,2023-06-01,Cathode3-X,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,X-ses-1,X-P3
184,Anode,run-02,ses-1,sub-007,X,-59.73176405578852,P3,2023-06-01,Anode-X,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,X-ses-1,X-P3
185,Cathode1,run-02,ses-1,sub-007,X,-62.96717983856797,P3,2023-06-01,Cathode1-X,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,X-ses-1,X-P3
186,Cathode2,run-02,ses-1,sub-007,X,-60.97959506884217,P3,2023-06-01,Cathode2-X,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,X-ses-1,X-P3
187,Cathode3,run-02,ses-1,sub-007,X,-39.15118466317654,P3,2023-06-01,Cathode3-X,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,X-ses-1,X-P3
188,Anode,run-01,ses-4,sub-014,X,-73.90064063866157,P3,2023-11-05,Anode-X,ses-4-run-01,P3-ses-4-run-01,P3-ses-4,X-ses-4,X-P3
189,Cathode1,run-01,ses-4,sub-014,X,-72.38731914607342,P3,2023-11-05,Cathode1-X,ses-4-run-01,P3-ses-4-run-01,P3-ses-4,X-ses-4,X-P3
190,Cathode2,run-01,ses-4,sub-014,X,-75.79680096684024,P3,2023-11-05,Cathode2-X,ses-4-run-01,P3-ses-4-run-01,P3-ses-4,X-ses-4,X-P3
191,Cathode3,run-01,ses-4,sub-014,X,-54.50638298119884,P3,2023-11-05,Cathode3-X,ses-4-run-01,P3-ses-4-run-01,P3-ses-4,X-ses-4,X-P3
192,Anode,run-02,ses-4,sub-014,X,-73.88354823668487,P3,2023-11-05,Anode-X,ses-4-run-02,P3-ses-4-run-02,P3-ses-4,X-ses-4,X-P3
193,Cathode1,run-02,ses-4,sub-014,X,-71.45326519815717,P3,2023-11-05,Cathode1-X,ses-4-run-02,P3-ses-4-run-02,P3-ses-4,X-ses-4,X-P3
194,Cathode2,run-02,ses-4,sub-014,X,-74.88164236722514,P3,2023-11-05,Cathode2-X,ses-4-run-02,P3-ses-4-run-02,P3-ses-4,X-ses-4,X-P3
195,Cathode3,run-02,ses-4,sub-014,X,-54.50458003487438,P3,2023-11-05,Cathode3-X,ses-4-run-02,P3-ses-4-run-02,P3-ses-4,X-ses-4,X-P3
196,Anode,run-01,ses-2,sub-014,X,-74.66110173542984,P3,2023-08-27,Anode-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
197,Cathode1,run-01,ses-2,sub-014,X,-74.13852023566142,P3,2023-08-27,Cathode1-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
198,Cathode2,run-01,ses-2,sub-014,X,-77.51915491523687,P3,2023-08-27,Cathode2-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
199,Cathode3,run-01,ses-2,sub-014,X,-59.68253073422238,P3,2023-08-27,Cathode3-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
200,Anode,run-02,ses-2,sub-014,X,-74.65929878910538,P3,2023-08-27,Anode-X,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,X-ses-2,X-P3
201,Cathode1,run-02,ses-2,sub-014,X,-74.1349143430125,P3,2023-08-27,Cathode1-X,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,X-ses-2,X-P3
202,Cathode2,run-02,ses-2,sub-014,X,-77.51735196891241,P3,2023-08-27,Cathode2-X,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,X-ses-2,X-P3
203,Cathode3,run-02,ses-2,sub-014,X,-58.7961480995873,P3,2023-08-27,Cathode3-X,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,X-ses-2,X-P3
204,Anode,run-01,ses-3,sub-014,X,-75.53399786073714,P3,2023-10-29,Anode-X,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,X-ses-3,X-P3
205,Cathode1,run-01,ses-3,sub-014,X,-73.07313591090497,P3,2023-10-29,Cathode1-X,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,X-ses-3,X-P3
206,Cathode2,run-01,ses-3,sub-014,X,-78.27067245659418,P3,2023-10-29,Cathode2-X,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,X-ses-3,X-P3
207,Cathode3,run-01,ses-3,sub-014,X,-59.76618979778141,P3,2023-10-29,Cathode3-X,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,X-ses-3,X-P3
208,Anode,run-02,ses-3,sub-014,X,-75.54928731638938,P3,2023-10-29,Anode-X,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,X-ses-3,X-P3
209,Cathode1,run-02,ses-3,sub-014,X,-73.05784645525273,P3,2023-10-29,Cathode1-X,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,X-ses-3,X-P3
210,Cathode2,run-02,ses-3,sub-014,X,-78.28596191224642,P3,2023-10-29,Cathode2-X,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,X-ses-3,X-P3
211,Cathode3,run-02,ses-3,sub-014,X,-59.76438685145695,P3,2023-10-29,Cathode3-X,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,X-ses-3,X-P3
212,Anode,run-01,ses-2,sub-060,X,57.00987350940704,P7,2023-09-14,Anode-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
213,Cathode1,run-01,ses-2,sub-060,X,49.84625937603414,P7,2023-09-14,Cathode1-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
214,Cathode2,run-01,ses-2,sub-060,X,33.130723582580686,P7,2023-09-14,Cathode2-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
215,Cathode3,run-01,ses-2,sub-060,X,70.76167057827115,P7,2023-09-14,Cathode3-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
216,Anode,run-02,ses-2,sub-060,X,57.03393272124231,P7,2023-09-14,Anode-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
217,Cathode1,run-02,ses-2,sub-060,X,53.374747920781374,P7,2023-09-14,Cathode1-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
218,Cathode2,run-02,ses-2,sub-060,X,34.01784663833678,P7,2023-09-14,Cathode2-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
219,Cathode3,run-02,ses-2,sub-060,X,70.80269813165069,P7,2023-09-14,Cathode3-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
220,Anode,run-01,ses-1,sub-060,X,56.1425053961575,P7,2023-08-09,Anode-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
221,Cathode1,run-01,ses-1,sub-060,X,51.67116177640855,P7,2023-08-09,Cathode1-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
222,Cathode2,run-01,ses-1,sub-060,X,27.737574016675353,P7,2023-08-09,Cathode2-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
223,Cathode3,run-01,ses-1,sub-060,X,69.9084842056036,P7,2023-08-09,Cathode3-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
224,Anode,run-02,ses-1,sub-060,X,55.2695640809834,P7,2023-08-09,Anode-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
225,Cathode1,run-02,ses-1,sub-060,X,51.651406833902,P7,2023-08-09,Cathode1-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
226,Cathode2,run-02,ses-1,sub-060,X,27.744664886966348,P7,2023-08-09,Cathode2-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
227,Cathode3,run-02,ses-1,sub-060,X,69.0284520201385,P7,2023-08-09,Cathode3-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
228,Anode,run-01,ses-3,sub-060,X,53.49962223879993,P7,2023-09-21,Anode-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
229,Cathode1,run-01,ses-3,sub-060,X,49.04803356155753,P7,2023-09-21,Cathode1-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
230,Cathode2,run-01,ses-3,sub-060,X,26.843360090628266,P7,2023-09-21,Cathode2-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
231,Cathode3,run-01,ses-3,sub-060,X,69.02136114984751,P7,2023-09-21,Cathode3-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
232,Anode,run-02,ses-3,sub-060,X,53.506713109090924,P7,2023-09-21,Anode-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
233,Cathode1,run-02,ses-3,sub-060,X,49.0254920180887,P7,2023-09-21,Cathode1-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
234,Cathode2,run-02,ses-3,sub-060,X,27.740360617637634,P7,2023-09-21,Cathode2-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
235,Cathode3,run-02,ses-3,sub-060,X,68.17956991679966,P7,2023-09-21,Cathode3-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
236,Anode,run-01,ses-4,sub-034,X,39.118848487734795,P7,2023-10-19,Anode-X,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,X-ses-4,X-P7
237,Cathode1,run-01,ses-4,sub-034,X,36.8988729454577,P7,2023-10-19,Cathode1-X,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,X-ses-4,X-P7
238,Cathode2,run-01,ses-4,sub-034,X,9.955064602196217,P7,2023-10-19,Cathode2-X,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,X-ses-4,X-P7
239,Cathode3,run-01,ses-4,sub-034,X,59.2706419788301,P7,2023-10-19,Cathode3-X,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,X-ses-4,X-P7
240,Anode,run-02,ses-4,sub-034,X,39.13281591236591,P7,2023-10-19,Anode-X,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,X-ses-4,X-P7
241,Cathode1,run-02,ses-4,sub-034,X,36.91604631394148,P7,2023-10-19,Cathode1-X,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,X-ses-4,X-P7
242,Cathode2,run-02,ses-4,sub-034,X,9.972237970679998,P7,2023-10-19,Cathode2-X,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,X-ses-4,X-P7
243,Cathode3,run-02,ses-4,sub-034,X,59.23308929800987,P7,2023-10-19,Cathode3-X,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,X-ses-4,X-P7
244,Anode,run-01,ses-2,sub-034,X,43.651522383093834,P7,2023-10-04,Anode-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
245,Cathode1,run-01,ses-2,sub-034,X,44.134092174470425,P7,2023-10-04,Cathode1-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
246,Cathode2,run-01,ses-2,sub-034,X,12.660815879702568,P7,2023-10-04,Cathode2-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
247,Cathode3,run-01,ses-2,sub-034,X,61.073407515883446,P7,2023-10-04,Cathode3-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
248,Anode,run-02,ses-2,sub-034,X,44.56847554817796,P7,2023-10-04,Anode-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
249,Cathode1,run-02,ses-2,sub-034,X,44.158249255269766,P7,2023-10-04,Cathode1-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
250,Cathode2,run-02,ses-2,sub-034,X,12.657609935849905,P7,2023-10-04,Cathode2-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
251,Cathode3,run-02,ses-2,sub-034,X,62.017723705619574,P7,2023-10-04,Cathode3-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
252,Anode,run-01,ses-1,sub-034,X,40.9285977371037,P7,2023-07-09,Anode-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
253,Cathode1,run-01,ses-1,sub-034,X,35.05477695912123,P7,2023-07-09,Cathode1-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
254,Cathode2,run-01,ses-1,sub-034,X,12.643642511218786,P7,2023-07-09,Cathode2-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
255,Cathode3,run-01,ses-1,sub-034,X,61.104548308998346,P7,2023-07-09,Cathode3-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
256,Anode,run-02,ses-1,sub-034,X,38.21586274728179,P7,2023-07-09,Anode-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
257,Cathode1,run-02,ses-1,sub-034,X,33.29654781520367,P7,2023-07-09,Cathode1-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
258,Cathode2,run-02,ses-1,sub-034,X,9.048301093280315,P7,2023-07-09,Cathode2-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
259,Cathode3,run-02,ses-1,sub-034,X,59.24385077878833,P7,2023-07-09,Cathode3-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
260,Anode,run-01,ses-3,sub-034,X,48.270634945482016,P7,2023-10-11,Anode-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
261,Cathode1,run-01,ses-3,sub-034,X,42.407003823667765,P7,2023-10-11,Cathode1-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
262,Cathode2,run-01,ses-3,sub-034,X,19.900384701788425,P7,2023-10-11,Cathode2-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
263,Cathode3,run-01,ses-3,sub-034,X,65.7504520714283,P7,2023-10-11,Cathode3-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
264,Anode,run-02,ses-3,sub-034,X,47.388028517365456,P7,2023-10-11,Anode-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
265,Cathode1,run-02,ses-3,sub-034,X,40.6214116550982,P7,2023-10-11,Cathode1-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
266,Cathode2,run-02,ses-3,sub-034,X,19.890195045620203,P7,2023-10-11,Cathode2-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
267,Cathode3,run-02,ses-3,sub-034,X,64.83727667480707,P7,2023-10-11,Cathode3-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
268,Anode,run-01,ses-2,sub-005,X,53.00133927538991,P7,2023-10-18,Anode-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
269,Cathode1,run-01,ses-2,sub-005,X,43.776795944198966,P7,2023-10-18,Cathode1-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
270,Cathode2,run-01,ses-2,sub-005,X,27.430455337278545,P7,2023-10-18,Cathode2-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
271,Cathode3,run-01,ses-2,sub-005,X,71.33924572262913,P7,2023-10-18,Cathode3-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
272,Anode,run-02,ses-2,sub-005,X,53.02700977213681,P7,2023-10-18,Anode-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
273,Cathode1,run-02,ses-2,sub-005,X,44.66012623719871,P7,2023-10-18,Cathode1-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
274,Cathode2,run-02,ses-2,sub-005,X,26.539936230517924,P7,2023-10-18,Cathode2-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
275,Cathode3,run-02,ses-2,sub-005,X,72.23541126400232,P7,2023-10-18,Cathode3-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
276,Anode,run-01,ses-1,sub-005,X,58.29002816416323,P7,2023-07-06,Anode-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
277,Cathode1,run-01,ses-1,sub-005,X,52.38522048667073,P7,2023-07-06,Cathode1-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
278,Cathode2,run-01,ses-1,sub-005,X,24.729633113369346,P7,2023-07-06,Cathode2-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
279,Cathode3,run-01,ses-1,sub-005,X,70.40406478755176,P7,2023-07-06,Cathode3-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
280,Anode,run-02,ses-1,sub-005,X,57.3902682159096,P7,2023-07-06,Anode-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
281,Cathode1,run-02,ses-1,sub-005,X,51.50189019367099,P7,2023-07-06,Cathode1-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
282,Cathode2,run-02,ses-1,sub-005,X,23.842708413489163,P7,2023-07-06,Cathode2-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
283,Cathode3,run-02,ses-1,sub-005,X,70.41690003592521,P7,2023-07-06,Cathode3-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
284,Anode,run-01,ses-3,sub-005,X,60.874300422146916,P7,2023-10-25,Anode-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
285,Cathode1,run-01,ses-3,sub-005,X,51.6168977804482,P7,2023-10-25,Cathode1-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
286,Cathode2,run-01,ses-3,sub-005,X,38.099731881171465,P7,2023-10-25,Cathode2-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
287,Cathode3,run-01,ses-3,sub-005,X,73.86653055250645,P7,2023-10-25,Cathode3-X,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,X-ses-3,X-P7
288,Anode,run-02,ses-3,sub-005,X,59.983781315386295,P7,2023-10-25,Anode-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
289,Cathode1,run-02,ses-3,sub-005,X,51.58763287682086,P7,2023-10-25,Cathode1-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
290,Cathode2,run-02,ses-3,sub-005,X,38.108972722664475,P7,2023-10-25,Cathode2-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
291,Cathode3,run-02,ses-3,sub-005,X,73.86653055250645,P7,2023-10-25,Cathode3-X,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,X-ses-3,X-P7
292,Anode,run-01,ses-1,sub-048,X,-70.3944877460599,P3,2023-09-10,Anode-X,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,X-ses-1,X-P3
293,Cathode1,run-01,ses-1,sub-048,X,-70.18789872154593,P3,2023-09-10,Cathode1-X,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,X-ses-1,X-P3
294,Cathode2,run-01,ses-1,sub-048,X,-70.11236599460244,P3,2023-09-10,Cathode2-X,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,X-ses-1,X-P3
295,Cathode3,run-01,ses-1,sub-048,X,-52.25786240026355,P3,2023-09-10,Cathode3-X,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,X-ses-1,X-P3
296,Anode,run-02,ses-1,sub-048,X,-70.40692251548171,P3,2023-09-10,Anode-X,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,X-ses-1,X-P3
297,Cathode1,run-02,ses-1,sub-048,X,-71.08708145841956,P3,2023-09-10,Cathode1-X,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,X-ses-1,X-P3
298,Cathode2,run-02,ses-1,sub-048,X,-70.11236599460244,P3,2023-09-10,Cathode2-X,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,X-ses-1,X-P3
299,Cathode3,run-02,ses-1,sub-048,X,-52.270297169685364,P3,2023-09-10,Cathode3-X,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,X-ses-1,X-P3
300,Anode,run-01,ses-1,sub-054,X,70.94460969790816,P1,2023-07-30,Anode-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
301,Cathode1,run-01,ses-1,sub-054,X,68.23347040079534,P1,2023-07-30,Cathode1-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
302,Cathode2,run-01,ses-1,sub-054,X,62.79806409031153,P1,2023-07-30,Cathode2-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
303,Cathode3,run-01,ses-1,sub-054,X,73.46292351558805,P1,2023-07-30,Cathode3-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
304,Anode,run-02,ses-1,sub-054,X,70.04538297280669,P1,2023-07-30,Anode-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
305,Cathode1,run-02,ses-1,sub-054,X,67.42315340042114,P1,2023-07-30,Cathode1-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
306,Cathode2,run-02,ses-1,sub-054,X,61.951310977339745,P1,2023-07-30,Cathode2-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
307,Cathode3,run-02,ses-1,sub-054,X,73.47652259096503,P1,2023-07-30,Cathode3-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
308,Anode,run-01,ses-2,sub-052,X,-68.76628878992051,P3,2023-09-13,Anode-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
309,Cathode1,run-01,ses-2,sub-052,X,-68.00321384426206,P3,2023-09-13,Cathode1-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
310,Cathode2,run-01,ses-2,sub-052,X,-67.07568537723273,P3,2023-09-13,Cathode2-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
